Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"82,580"
2. Krediti i potrazivanja od banaka,"149,888"
3. Krediti i potrazivanja od klijenata,"339,568"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,"1,602"
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"14,399"
8.a. - raspolozive za prodaju,152
8.b. - koje se drze do dospijeca,"14,247"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,38
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","12,985"
13. Nematerijalna sredstva,"2,743"
14. Tekuca poreska sredstva,11
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,"2,725"
17. Ostala poslovna potrazivanja,193
18. UKUPNA SREDSTVA:,"606,731"
Obaveze,IZNOS
19. Depoziti banaka,"3,647"
20. Depoziti klijenata,"486,393"
21. Pozajmljena sredstva od banaka,"1,751"
22. Pozajmljena sredstva od ostalih klijenata,"2,412"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"5,518"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,377
30. Ostale obaveze,"7,709"
31. Subordinisani dug,"14,051"
32. UKUPNE OBAVEZE:,"521,856"
Kapital,IZNOS
33. Akcijski kapital,"136,875"
34. Emisione premije,
35. Nerasporedjena dobit,"-87,692"
36. Dobit/gubitak tekuce godine,"3,375"
37. Ostale rezerve,"32,316"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"84,875"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"606,731"
