Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"73,139"
2. Krediti i potrazivanja od banaka,"27,437"
3. Krediti i potrazivanja od klijenata,"272,174"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"65,214"
8.a. - raspolozive za prodaju,"65,214"
8.b. - koje se drze do dospijeca,
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,"2,360"
"12. Nekretnine, postrojenja i oprema","9,838"
13. Nematerijalna sredstva,575
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,408
17. Ostala poslovna potrazivanja,"11,005"
18. UKUPNA SREDSTVA:,"462,150"
Obaveze,IZNOS
19. Depoziti banaka,"1,690"
20. Depoziti klijenata,"348,064"
21. Pozajmljena sredstva od banaka,0
22. Pozajmljena sredstva od ostalih klijenata,"15,779"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"2,710"
28. Tekuce poreske obaveze,1
29. Odlozene poreske obaveze,258
30. Ostale obaveze,"4,288"
31. Subordinisani dug,"9,364"
32. UKUPNE OBAVEZE:,"382,154"
Kapital,IZNOS
33. Akcijski kapital,"64,925"
34. Emisione premije,"7,146"
35. Nerasporedjena dobit,"-43,222"
36. Dobit/gubitak tekuce godine,"1,669"
37. Ostale rezerve,"49,478"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"79,996"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"462,150"
