Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"151,831"
2. Finansijska sredstva po amortizovanoj vrijednosti,"633,117"
2.a. Krediti i potrazivanja od banaka,"65,245"
2.b. Krediti i potrazivanja od klijenata,"524,090"
2.c. Hartije od vrijednosti,"42,233"
2.d. Ostala finansijska sredstva,"1,549"
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"25,619"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"25,619"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,595
"10. Nekretnine, postrojenja i oprema","15,003"
11. Nematerijalna sredstva,"1,749"
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,"1,179"
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"5,453"
16. UKUPNA SREDSTVA:,"834,548"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"705,723"
17.a. Depoziti banaka i centralnih banaka,"3,203"
17.b. Depoziti klijenata,"676,614"
17.c. Krediti banaka i centralnih banaka,"9,436"
17.d. Krediti klijenata koji nijesu banke,"16,470"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,295
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,295
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,"6,655"
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,"2,376"
25. Odlozene poreske obaveze,-63
26. Ostale obaveze,"11,655"
27. Subordinisani dug,"2,401"
28. UKUPNE OBAVEZE:,"729,042"
Kapital,IZNOS
29. Akcijski kapital,"26,648"
30. Emisione premije,"7,146"
31. Nerasporedena dobit,"34,996"
32. Dobit/gubitak tekuce godine,"13,622"
33. Ostale rezerve,"23,093"
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"105,506"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"834,548"
