Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"152,293"
2. Finansijska sredstva po amortizovanoj vrijednosti,"776,632"
2.a. Krediti i potrazivanja od banaka,"132,931"
2.b. Krediti i potrazivanja od klijenata,"551,086"
2.c. Hartije od vrijednosti,"91,190"
2.d. Ostala finansijska sredstva,"1,426"
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"26,827"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"26,827"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,573
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,707
"10. Nekretnine, postrojenja i oprema","15,282"
11. Nematerijalna sredstva,"1,735"
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,"1,387"
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"7,148"
16. UKUPNA SREDSTVA:,"982,584"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"829,016"
17.a. Depoziti banaka i centralnih banaka,908
17.b. Depoziti klijenata,"805,203"
17.c. Krediti banaka i centralnih banaka,"7,563"
17.d. Krediti klijenata koji nijesu banke,"15,341"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,546
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,546
20. Derivatne finansijske obaveze kao instrument zastite,23
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,489
22. Rezerve,"6,167"
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,"3,514"
25. Odlozene poreske obaveze,582
26. Ostale obaveze,"11,085"
27. Subordinisani dug,"2,401"
28. UKUPNE OBAVEZE:,"853,822"
Kapital,IZNOS
29. Akcijski kapital,"26,648"
30. Emisione premije,"7,146"
31. Nerasporedena dobit,"54,997"
32. Dobit/gubitak tekuce godine,"19,362"
33. Ostale rezerve,"20,609"
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"128,762"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"982,584"
