Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"93,432"
2. Krediti i potrazivanja od banaka,"39,462"
3. Krediti i potrazivanja od klijenata,"257,821"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"61,233"
8.a. - raspolozive za prodaju,"61,233"
8.b. - koje se drze do dospijeca,
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,"1,965"
"12. Nekretnine, postrojenja i oprema","9,954"
13. Nematerijalna sredstva,627
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,621
17. Ostala poslovna potrazivanja,"9,887"
18. UKUPNA SREDSTVA:,"475,002"
Obaveze,IZNOS
19. Depoziti banaka,"1,690"
20. Depoziti klijenata,"361,201"
21. Pozajmljena sredstva od banaka,0
22. Pozajmljena sredstva od ostalih klijenata,"17,289"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"2,841"
28. Tekuce poreske obaveze,4
29. Odlozene poreske obaveze,225
30. Ostale obaveze,"4,585"
31. Subordinisani dug,"9,158"
32. UKUPNE OBAVEZE:,"396,993"
Kapital,IZNOS
33. Akcijski kapital,"64,925"
34. Emisione premije,"7,146"
35. Nerasporedjena dobit,"-49,215"
36. Dobit/gubitak tekuce godine,"5,993"
37. Ostale rezerve,"49,160"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"78,008"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"475,002"
