Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"63,017"
2. Krediti i potrazivanja od banaka,"30,324"
3. Krediti i potrazivanja od klijenata,"361,826"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"47,109"
8.a. - raspolozive za prodaju,"47,109"
8.b. - koje se drze do dospijeca,
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","4,149"
13. Nematerijalna sredstva,942
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,594
17. Ostala poslovna potrazivanja,"1,090"
18. UKUPNA SREDSTVA:,"509,053"
Obaveze,IZNOS
19. Depoziti banaka,"1,327"
20. Depoziti klijenata,"357,558"
21. Pozajmljena sredstva od banaka,"45,765"
22. Pozajmljena sredstva od ostalih klijenata,"11,749"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,100
26. Izdate duznicke hartije od vrijednosti,"4,090"
27. Rezerve,"1,381"
28. Tekuce poreske obaveze,469
29. Odlozene poreske obaveze,32
30. Ostale obaveze,"2,484"
31. Subordinisani dug,"14,517"
32. UKUPNE OBAVEZE:,"439,471"
Kapital,IZNOS
33. Akcijski kapital,"49,925"
34. Emisione premije,"7,146"
35. Nerasporedjena dobit,"-36,166"
36. Dobit/gubitak tekuce godine,"4,754"
37. Ostale rezerve,"43,922"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"69,581"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"509,053"
