Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"94,017"
2. Krediti i potrazivanja od banaka,"42,664"
3. Krediti i potrazivanja od klijenata,"293,265"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"72,295"
8.a. - raspolozive za prodaju,"72,295"
8.b. - koje se drze do dospijeca,
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","3,676"
13. Nematerijalna sredstva,898
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,903
17. Ostala poslovna potrazivanja,"2,692"
18. UKUPNA SREDSTVA:,"510,409"
Obaveze,IZNOS
19. Depoziti banaka,813
20. Depoziti klijenata,"378,426"
21. Pozajmljena sredstva od banaka,"32,529"
22. Pozajmljena sredstva od ostalih klijenata,"11,060"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"2,178"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,57
30. Ostale obaveze,"2,525"
31. Subordinisani dug,"14,566"
32. UKUPNE OBAVEZE:,"442,155"
Kapital,IZNOS
33. Akcijski kapital,"64,925"
34. Emisione premije,"7,146"
35. Nerasporedjena dobit,"-52,454"
36. Dobit/gubitak tekuce godine,"4,383"
37. Ostale rezerve,"44,254"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"68,254"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"510,409"
