Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"86,173"
2. Finansijska sredstva po amortizovanoj vrijednosti,"412,742"
2.a. Krediti i potrazivanja od banaka,"59,453"
2.b. Krediti i potrazivanja od klijenata,"324,993"
2.c. Hartije od vrijednosti,"26,383"
2.d. Ostala finansijska sredstva,"1,914"
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"20,252"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"20,252"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",265
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,265
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,"1,034"
"10. Nekretnine, postrojenja i oprema","9,219"
11. Nematerijalna sredstva,810
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,275
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"6,006"
16. UKUPNA SREDSTVA:,"536,776"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"459,102"
17.a. Depoziti banaka i centralnih banaka,"3,614"
17.b. Depoziti klijenata,"444,226"
17.c. Krediti banaka i centralnih banaka,
17.d. Krediti klijenata koji nijesu banke,"11,262"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,563
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,563
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,"4,439"
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,852
25. Odlozene poreske obaveze,121
26. Ostale obaveze,"5,587"
27. Subordinisani dug,
28. UKUPNE OBAVEZE:,"470,664"
Kapital,IZNOS
29. Akcijski kapital,"20,261"
30. Emisione premije,"7,146"
31. Nerasporedena dobit,"8,093"
32. Dobit/gubitak tekuce godine,"8,510"
33. Ostale rezerve,"22,103"
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"66,112"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"536,776"
