Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"86,585"
2. Krediti i potrazivanja od banaka,"23,070"
3. Krediti i potrazivanja od klijenata,"278,074"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"90,748"
8.a. - raspolozive za prodaju,"90,748"
8.b. - koje se drze do dospijeca,
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","10,147"
13. Nematerijalna sredstva,732
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,935
17. Ostala poslovna potrazivanja,"9,036"
18. UKUPNA SREDSTVA:,"499,327"
Obaveze,IZNOS
19. Depoziti banaka,"1,954"
20. Depoziti klijenata,"386,527"
21. Pozajmljena sredstva od banaka,"1,213"
22. Pozajmljena sredstva od ostalih klijenata,"21,511"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,243"
28. Tekuce poreske obaveze,0
29. Odlozene poreske obaveze,-29
30. Ostale obaveze,"3,616"
31. Subordinisani dug,"14,412"
32. UKUPNE OBAVEZE:,"430,448"
Kapital,IZNOS
33. Akcijski kapital,"64,925"
34. Emisione premije,"7,146"
35. Nerasporedjena dobit,"-50,774"
36. Dobit/gubitak tekuce godine,461
37. Ostale rezerve,"47,121"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"68,879"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"499,327"
