Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"78,888"
2. Krediti i potrazivanja od banaka,"38,548"
3. Krediti i potrazivanja od klijenata,"267,619"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"50,557"
8.a. - raspolozive za prodaju,"50,557"
8.b. - koje se drze do dospijeca,
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,"2,360"
"12. Nekretnine, postrojenja i oprema","9,725"
13. Nematerijalna sredstva,689
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,917
17. Ostala poslovna potrazivanja,"10,484"
18. UKUPNA SREDSTVA:,"459,787"
Obaveze,IZNOS
19. Depoziti banaka,"1,908"
20. Depoziti klijenata,"359,735"
21. Pozajmljena sredstva od banaka,0
22. Pozajmljena sredstva od ostalih klijenata,"13,806"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"2,224"
28. Tekuce poreske obaveze,43
29. Odlozene poreske obaveze,282
30. Ostale obaveze,"6,854"
31. Subordinisani dug,"5,132"
32. UKUPNE OBAVEZE:,"389,984"
Kapital,IZNOS
33. Akcijski kapital,"20,261"
34. Emisione premije,"7,146"
35. Nerasporedjena dobit,7
36. Dobit/gubitak tekuce godine,"5,993"
37. Ostale rezerve,"36,398"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"69,804"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"459,787"
