Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"143,018"
2. Finansijska sredstva po amortizovanoj vrijednosti,"698,698"
2.a. Krediti i potrazivanja od banaka,"115,592"
2.b. Krediti i potrazivanja od klijenata,"547,833"
2.c. Hartije od vrijednosti,"33,887"
2.d. Ostala finansijska sredstva,"1,385"
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"51,181"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"51,181"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,216
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,72
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,793
"10. Nekretnine, postrojenja i oprema","13,751"
11. Nematerijalna sredstva,"1,779"
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,"1,387"
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,28
15. Ostala sredstva,"8,719"
16. UKUPNA SREDSTVA:,"919,641"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"777,975"
17.a. Depoziti banaka i centralnih banaka,"1,173"
17.b. Depoziti klijenata,"752,753"
17.c. Krediti banaka i centralnih banaka,"8,522"
17.d. Krediti klijenata koji nijesu banke,"15,527"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,528
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,528
20. Derivatne finansijske obaveze kao instrument zastite,284
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,"5,964"
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,"1,892"
25. Odlozene poreske obaveze,509
26. Ostale obaveze,"10,161"
27. Subordinisani dug,"2,438"
28. UKUPNE OBAVEZE:,"799,750"
Kapital,IZNOS
29. Akcijski kapital,"26,648"
30. Emisione premije,"7,146"
31. Nerasporedena dobit,"50,493"
32. Dobit/gubitak tekuce godine,"10,947"
33. Ostale rezerve,"24,657"
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"119,891"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"919,641"
