Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"96,912"
2. Krediti i potrazivanja od banaka,"85,752"
3. Krediti i potrazivanja od klijenata,"279,886"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"62,184"
8.a. - raspolozive za prodaju,"62,184"
8.b. - koje se drze do dospijeca,
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","3,375"
13. Nematerijalna sredstva,906
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,"1,270"
17. Ostala poslovna potrazivanja,"3,538"
18. UKUPNA SREDSTVA:,"533,823"
Obaveze,IZNOS
19. Depoziti banaka,"1,358"
20. Depoziti klijenata,"404,879"
21. Pozajmljena sredstva od banaka,"12,959"
22. Pozajmljena sredstva od ostalih klijenata,"24,893"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"2,475"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,52
30. Ostale obaveze,"4,061"
31. Subordinisani dug,"14,651"
32. UKUPNE OBAVEZE:,"465,328"
Kapital,IZNOS
33. Akcijski kapital,"64,925"
34. Emisione premije,"7,146"
35. Nerasporedjena dobit,"-52,454"
36. Dobit/gubitak tekuce godine,"4,616"
37. Ostale rezerve,"44,262"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"68,495"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"533,823"
