Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"84,654"
2. Finansijska sredstva po amortizovanoj vrijednosti,"356,990"
2.a. Krediti i potrazivanja od banaka,"20,390"
2.b. Krediti i potrazivanja od klijenata,"308,737"
2.c. Hartije od vrijednosti,"26,510"
2.d. Ostala finansijska sredstva,"1,353"
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"28,270"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"28,270"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",871
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,662
5.c. Hartije od vrijednosti,208
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,"1,041"
"10. Nekretnine, postrojenja i oprema","9,294"
11. Nematerijalna sredstva,684
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"7,235"
16. UKUPNA SREDSTVA:,"489,038"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"407,856"
17.a. Depoziti banaka i centralnih banaka,"6,938"
17.b. Depoziti klijenata,"391,750"
17.c. Krediti banaka i centralnih banaka,
17.d. Krediti klijenata koji nijesu banke,"9,168"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,103
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,103
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,"2,178"
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,394
25. Odlozene poreske obaveze,-153
26. Ostale obaveze,"4,613"
27. Subordinisani dug,"5,110"
28. UKUPNE OBAVEZE:,"420,102"
Kapital,IZNOS
29. Akcijski kapital,"20,261"
30. Emisione premije,"7,146"
31. Nerasporedena dobit,"6,114"
32. Dobit/gubitak tekuce godine,"10,033"
33. Ostale rezerve,"25,383"
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"68,937"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"489,038"
