POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"8,289"
2. Prihodi od kamata na obezvrijedene plasmane,217
3. Rashodi od kamata i slicni rashodi,712
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"7,795"
4. Prihodi od naknada i provizija,"5,956"
5. Rashodi naknada i provizija,"2,224"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"3,732"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,"7,577"
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,26
12. Ostali prihodi,0
13. Troskovi zaposlenih,"2,491"
14. Troskovi amortizacije,318
15. Opsti i administrativni troskovi,"4,178"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,457
18. Troskovi rezervisanja,
19. Ostali rashodi,0
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"11,686"
21. Porez na dobit,"1,698"
22. NETO PROFIT/GUBITAK (III - 21),"9,988"
