POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"24,054"
2. Rashodi od kamata i slicni rashodi,"3,539"
3. NETO PRIHODI OD KAMATA (1- 2),"20,515"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,"3,477"
6. Troskovi rezervisanja,"1,096"
7. Prihodi od naknada i provizija,"8,196"
8. Rahodi naknada i provizija,"4,043"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"4,153"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,57
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,242
15. Troskovi zaposlenih,"7,221"
16. Opsti i administrativni troskovi,"3,722"
17. Troskovi amortizacije,"1,076"
18. Ostali rashodi,128
19. Ostali prihodi,118
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"8,365"
21. Porez na prihod,575
22. NETO PROFIT/GUBITAK (20 - 21),"7,791"
