POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"12,524"
2. Rashodi od kamata i slicni rashodi,"3,952"
3. NETO PRIHODI OD KAMATA (1- 2),"8,572"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,"1,966"
6. Troskovi rezervisanja,81
7. Prihodi od naknada i provizija,"3,209"
8. Rahodi naknada i provizija,"1,453"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,756"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,109
15. Troskovi zaposlenih,"3,535"
16. Opsti i administrativni troskovi,"1,806"
17. Troskovi amortizacije,535
18. Ostali rashodi,12
19. Ostali prihodi,42
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"2,545"
21. Porez na prihod,203
22. NETO PROFIT/GUBITAK (20 - 21),"2,342"
