POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"23,237"
2. Rashodi od kamata i slicni rashodi,"8,283"
3. NETO PRIHODI OD KAMATA (1- 2),"14,953"
4. Prihodi od dividendi,59
5. Troskovi obezvrjedjenja,"4,109"
6. Troskovi rezervisanja,399
7. Prihodi od naknada i provizija,"6,605"
8. Rahodi naknada i provizija,"2,536"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"4,069"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,103
15. Troskovi zaposlenih,"6,941"
16. Opsti i administrativni troskovi,"3,280"
17. Troskovi amortizacije,"1,092"
18. Ostali rashodi,197
19. Ostali prihodi,"2,245"
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"5,411"
21. Porez na prihod,523
22. NETO PROFIT/GUBITAK (20 - 21),"4,888"
