POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"12,372"
2. Rashodi od kamata i slicni rashodi,"3,023"
3. NETO PRIHODI OD KAMATA (1- 2),"9,350"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,930
6. Troskovi rezervisanja,-103
7. Prihodi od naknada i provizija,"3,452"
8. Rahodi naknada i provizija,"1,577"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,875"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,-19
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,133
15. Troskovi zaposlenih,"3,548"
16. Opsti i administrativni troskovi,"1,864"
17. Troskovi amortizacije,552
18. Ostali rashodi,41
19. Ostali prihodi,89
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"4,597"
21. Porez na prihod,399
22. NETO PROFIT/GUBITAK (20 - 21),"4,198"
