POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"19,090"
2. Rashodi od kamata i slicni rashodi,"6,005"
3. NETO PRIHODI OD KAMATA (1- 2),"13,086"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,"2,418"
6. Troskovi rezervisanja,178
7. Prihodi od naknada i provizija,"5,044"
8. Rahodi naknada i provizija,"2,240"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"2,804"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,222
15. Troskovi zaposlenih,"5,307"
16. Opsti i administrativni troskovi,"2,708"
17. Troskovi amortizacije,807
18. Ostali rashodi,395
19. Ostali prihodi,349
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"4,647"
21. Porez na prihod,389
22. NETO PROFIT/GUBITAK (20 - 21),"4,258"
