POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"11,276"
2. Rashodi od kamata i slicni rashodi,"4,124"
3. NETO PRIHODI OD KAMATA (1- 2),"7,152"
4. Prihodi od dividendi,59
5. Troskovi obezvrjedjenja,"1,019"
6. Troskovi rezervisanja,271
7. Prihodi od naknada i provizija,"3,017"
8. Rahodi naknada i provizija,"1,085"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,932"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,31
15. Troskovi zaposlenih,"3,299"
16. Opsti i administrativni troskovi,"1,612"
17. Troskovi amortizacije,537
18. Ostali rashodi,83
19. Ostali prihodi,"2,183"
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"4,538"
21. Porez na prihod,295
22. NETO PROFIT/GUBITAK (20 - 21),"4,243"
