POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"5,962"
2. Rashodi od kamata i slicni rashodi,"1,016"
3. NETO PRIHODI OD KAMATA (1- 2),"4,946"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,"1,297"
6. Troskovi rezervisanja,-26
7. Prihodi od naknada i provizija,"1,812"
8. Rahodi naknada i provizija,"1,132"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),680
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,55
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,56
15. Troskovi zaposlenih,"1,764"
16. Opsti i administrativni troskovi,924
17. Troskovi amortizacije,275
18. Ostali rashodi,34
19. Ostali prihodi,53
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"1,522"
21. Porez na prihod,189
22. NETO PROFIT/GUBITAK (20 - 21),"1,333"
