POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"11,185"
2. Prihodi od kamata na obezvrijedene plasmane,276
3. Rashodi od kamata i slicni rashodi,"1,305"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"10,155"
4. Prihodi od naknada i provizija,"3,625"
5. Rashodi naknada i provizija,"2,169"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"1,456"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,"1,523"
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",-195
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,115
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,65
12. Ostali prihodi,25
13. Troskovi zaposlenih,"3,648"
14. Troskovi amortizacije,569
15. Opsti i administrativni troskovi,"2,314"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,150
18. Troskovi rezervisanja,-133
19. Ostali rashodi,603
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15+16+17+18-19,"5,991"
21. Porez na dobit,595
22. NETO PROFIT/GUBITAK (III - 21),"5,396"
