,POZICIJA,IZNOS
PR 1.,Prihodi od kamata,"4,997"
,1) Depoziti,107
,2) Hartije od vrijednosti kupljene po ugovoru o ponovnoj prodaji,
,3) Krediti i lizing,"4,698"
,4) Hartije od vrijednosti koje se drze do dospijeca,83
,5) Ostali prihodi od kamata,108
RA 1.,Rashodi kamata,"1,053"
,1) Depoziti,787
,2) Hartije od vrijednosti prodate po ugovoru o rekupovini,
,3) Obaveze po uzetim kreditima i ostalim pozajmicama,
,4) Ostale pozajmice - dospjele obaveze,265
,5) Subordinisani dugovi,
,6) Ostali rashodi po kamatama,
I.,NETO PRIHODI/RASHODI OD KAMATA (PR.1.-RA.1.),"3,944"
II.,Troskovi za gubitke,"5,421"
III.,NETO PRIHODI / RASHODI (I-II),"-1,476"
PR 2.,Prihodi od naknada,"3,163"
,1) Naknade po kreditima,413
,2) Naknade po vanbilansnim poslovima,463
,3) Naknade za izvrsene usluge,"1,829"
,4) Ostale naknade,458
RA 2.,Rashodi od naknada,575
,1) Naknade po kreditima,50
,2) Naknade po vanbilansnim poslovima,
,3) Naknade za izvrsene usluge,360
,4) Ostale naknade,165
IV.,NETO PRIHODI / RASHODI OD NAKNADA (PR 2. - RA 2.),"2,588"
V.,NETO PRIHODI / RASHODI OD KAMATA I NAKNADA ( III+IV),"1,112"
PR 3.,Ostali prihodi,"5,269"
,1) Prihodi iz poslovanja sa devizama (neto),51
,2) Prihodi iz kursnih razlika ( revalorizacija ),-100
,3) Prihodi po osnovu trgovine hartija od vrijednosti - neto dobitak / gubitak od hartija koje su raspolozive za prodaju ili se drze do dospijeca,
,4) Ostali prihodi,"5,318"
RA 3.,Opsti troskovi,"6,283"
,1) Troskovi plata i doprinosa,"4,062"
,2) Troskovi poslovnog prostora i fiksne aktive,738
,3)Ostali troskovi,"1,484"
VI.,NETO PRIHODI / RASHODI PRIJE VANREDNIH STAVKI (V.+ PR3 - RA3),97
PR 4.,Vanredni prihodi,
RA 4.,Vanredni rashodi,1
VII.,NETO OSTALI VANREDNI PRIHODI I RASHODI (PR 4. - RA 4.),-1
VIII.,NETO PRIHODI / RASHODI POSLIJE VANREDNIH STAVKI (VI - VII),97
RA 5.,Porezi i doprinosi iz dobitka,47
IX.,NETO DOBITAK / GUBITAK (VIII - RA 5.),50
