POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"15,971"
2. Rashodi od kamata i slicni rashodi,"7,115"
3. NETO PRIHODI OD KAMATA (1- 2),"8,856"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,517
6. Troskovi rezervisanja,85
7. Prihodi od naknada i provizija,"4,137"
8. Rahodi naknada i provizija,"2,176"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,961"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,178
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,-41
15. Troskovi zaposlenih,"4,147"
16. Opsti i administrativni troskovi,"5,075"
17. Troskovi amortizacije,740
18. Ostali rashodi,518
19. Ostali prihodi,649
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),520
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),520
