POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"10,443"
2. Prihodi od kamata na obezvrijedene plasmane,238
3. Rashodi od kamata i slicni rashodi,"3,176"
I. NETO PRIHODI OD KAMATA (1 + 2 - 3),"7,506"
4. Prihodi od naknada i provizija,"5,348"
5. Rashodi naknada i provizija,"3,404"
II. NETO PRIHODI OD NAKNADA I PROVIZIJA (4 - 5),"1,944"
6. Neto dobitak / gubitak usled prestanka priznavanja finansijske instrumenata koji se ne vrednuju po fer vrijednosti kroz bilans uspjeha,121
7. Neto dobitak/gubitak po osnovu finansijskih instrumenata koji se drze radi trgovanja,41
"8. Neto dobitak / gubitak od finansijskih instrumenata iskazanih po fer vrijednosti kroz bilans uspjeha, a koji se ne drze radi trgovanja",
9. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
10. Neto gubici/dobici od kursnih razlika,212
11. Neto dobitak/gubitak po osnovu prestanka priznavanja ostale imovine,"6,128"
12. Ostali prihodi,471
13. Troskovi zaposlenih,"3,585"
14. Troskovi amortizacije,717
15. Opsti i administrativni troskovi,"4,638"
16. Neto dobici/gubici po osnovu modifikacije i reklasifikacije finansijskih instrumenata,
17. Neto prihodi/rashodi po osnovu obezvredjenja finansijskih instrumenata koji se ne vrednuju po fer vrednosti kroz bilans uspjeha,"10,952"
18. Troskovi rezervisanja,-136
19. Ostali rashodi,573
III. DOBITAK/GUBITAK PRE OPOREZIVANJA : I+II+6+7+8+9+10+11+12-13-14-15-16-17-18-19,"-3,904"
21. Porez na dobit,549
22. NETO PROFIT/GUBITAK (III - 21),"-4,453"
