POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"14,255"
2. Rashodi od kamata i slicni rashodi,"7,881"
3. NETO PRIHODI OD KAMATA (1- 2),"6,373"
4. Prihodi od dividendi,422
5. Troskovi obezvrjedjenja,"1,173"
6. Troskovi rezervisanja,-300
7. Prihodi od naknada i provizija,"4,111"
8. Rahodi naknada i provizija,"2,100"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"2,010"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,76
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,130
15. Troskovi zaposlenih,"4,531"
16. Opsti i administrativni troskovi,"4,903"
17. Troskovi amortizacije,908
18. Ostali rashodi,709
19. Ostali prihodi,"3,363"
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),451
21. Porez na prihod,-48
22. NETO PROFIT/GUBITAK (20 - 21),499
