POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"9,628"
2. Rashodi od kamata i slicni rashodi,"4,860"
3. NETO PRIHODI OD KAMATA (1- 2),"4,768"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,878
6. Troskovi rezervisanja,
7. Prihodi od naknada i provizija,"3,360"
8. Rahodi naknada i provizija,"1,707"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,652"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,153
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,11
15. Troskovi zaposlenih,"3,419"
16. Opsti i administrativni troskovi,"3,675"
17. Troskovi amortizacije,392
18. Ostali rashodi,260
19. Ostali prihodi,"2,189"
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),149
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),149
