POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"13,503"
2. Rashodi od kamata i slicni rashodi,"5,761"
3. NETO PRIHODI OD KAMATA (1- 2),"7,742"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,"1,594"
6. Troskovi rezervisanja,25
7. Prihodi od naknada i provizija,"4,975"
8. Rahodi naknada i provizija,"2,767"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"2,208"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,216
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,74
15. Troskovi zaposlenih,"4,661"
16. Opsti i administrativni troskovi,"5,532"
17. Troskovi amortizacije,399
18. Ostali rashodi,555
19. Ostali prihodi,"2,893"
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),367
21. Porez na prihod,199
22. NETO PROFIT/GUBITAK (20 - 21),167
