POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"6,310"
2. Rashodi od kamata i slicni rashodi,"3,254"
3. NETO PRIHODI OD KAMATA (1- 2),"3,055"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,889
6. Troskovi rezervisanja,
7. Prihodi od naknada i provizija,"2,042"
8. Rahodi naknada i provizija,"1,064"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),978
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,67
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,73
15. Troskovi zaposlenih,"2,268"
16. Opsti i administrativni troskovi,"2,427"
17. Troskovi amortizacije,286
18. Ostali rashodi,153
19. Ostali prihodi,"2,020"
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),171
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),171
