POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"12,300"
2. Rashodi od kamata i slicni rashodi,"5,351"
3. NETO PRIHODI OD KAMATA (1- 2),"6,948"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,801
6. Troskovi rezervisanja,
7. Prihodi od naknada i provizija,"3,011"
8. Rahodi naknada i provizija,"1,604"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,406"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,146
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,-3
15. Troskovi zaposlenih,"3,056"
16. Opsti i administrativni troskovi,"3,678"
17. Troskovi amortizacije,574
18. Ostali rashodi,395
19. Ostali prihodi,320
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),314
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),314
