POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"5,194"
2. Rashodi od kamata i slicni rashodi,"1,837"
3. NETO PRIHODI OD KAMATA (1- 2),"3,357"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,-63
6. Troskovi rezervisanja,153
7. Prihodi od naknada i provizija,"1,359"
8. Rahodi naknada i provizija,707
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),652
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,50
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,39
15. Troskovi zaposlenih,"2,194"
16. Opsti i administrativni troskovi,"1,920"
17. Troskovi amortizacije,235
18. Ostali rashodi,79
19. Ostali prihodi,606
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),185
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),185
