,POZICIJA,IZNOS
PR 1.,Prihodi od kamata,"38,742"
,1) Depoziti,606
,2) Hartije od vrijednosti kupljene po ugovoru o ponovnoj prodaji,
,3) Krediti i lizing,"38,065"
,4) Hartije od vrijednosti koje se drze do dospijeca,
,5) Ostali prihodi od kamata,71
RA 1.,Rashodi kamata,"24,246"
,1) Depoziti,"2,163"
,2) Hartije od vrijednosti prodate po ugovoru o rekupovini,4
,3) Obaveze po uzetim kreditima i ostalim pozajmicama,
,4) Ostale pozajmice - dospjele obaveze,"20,833"
,5) Subordinisani dugovi,"1,245"
,6) Ostali rashodi po kamatama,
I.,NETO PRIHODI/RASHODI OD KAMATA (PR.1.-RA.1.),"14,496"
II.,Troskovi za gubitke,"15,062"
III.,NETO PRIHODI / RASHODI (I-II),-566
PR 2.,Prihodi od naknada,"3,789"
,1) Naknade po kreditima,"1,797"
,2) Naknade po vanbilansnim poslovima,155
,3) Naknade za izvrsene usluge,"1,724"
,4) Ostale naknade,113
RA 2.,Rashodi od naknada,411
,1) Naknade po kreditima,
,2) Naknade po vanbilansnim poslovima,35
,3) Naknade za izvrsene usluge,323
,4) Ostale naknade,53
IV.,NETO PRIHODI / RASHODI OD NAKNADA (PR 2. - RA 2.),"3,377"
V.,NETO PRIHODI / RASHODI OD KAMATA I NAKNADA ( III+IV),"2,811"
PR 3.,Ostali prihodi,-523
,1) Prihodi iz poslovanja sa devizama (neto),192
,2) Prihodi iz kursnih razlika ( revalorizacija ),-124
,3) Prihodi po osnovu trgovine hartija od vrijednosti - neto dobitak / gubitak od hartija koje su raspolozive za prodaju ili se drze do dospijeca,"-1,288"
,4) Ostali prihodi,697
RA 3.,Opsti troskovi,"8,434"
,1) Troskovi plata i doprinosa,"3,739"
,2) Troskovi poslovnog prostora i fiksne aktive,"2,790"
,3)Ostali troskovi,"1,905"
VI.,NETO PRIHODI / RASHODI PRIJE VANREDNIH STAVKI (V.+ PR3 - RA3),"-6,147"
PR 4.,Vanredni prihodi,0
RA 4.,Vanredni rashodi,6
VII.,NETO OSTALI VANREDNI PRIHODI I RASHODI (PR 4. - RA 4.),-6
VIII.,NETO PRIHODI / RASHODI POSLIJE VANREDNIH STAVKI (VI - VII),"-6,152"
RA 5.,Porezi i doprinosi iz dobitka,16
IX.,NETO DOBITAK / GUBITAK (VIII - RA 5.),"-6,168"
