POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"12,338"
2. Rashodi od kamata i slicni rashodi,"4,647"
3. NETO PRIHODI OD KAMATA (1- 2),"7,691"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,"3,040"
6. Troskovi rezervisanja,"-2,160"
7. Prihodi od naknada i provizija,"3,148"
8. Rahodi naknada i provizija,"1,710"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,438"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,42
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,181
15. Troskovi zaposlenih,"4,224"
16. Opsti i administrativni troskovi,"4,728"
17. Troskovi amortizacije,348
18. Ostali rashodi,117
19. Ostali prihodi,"2,417"
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),"1,472"
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),"1,472"
