POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"7,972"
2. Rashodi od kamata i slicni rashodi,"2,747"
3. NETO PRIHODI OD KAMATA (1- 2),"5,225"
4. Prihodi od dividendi,
5. Troskovi obezvrjedjenja,12
6. Troskovi rezervisanja,259
7. Prihodi od naknada i provizija,"2,117"
8. Rahodi naknada i provizija,"1,086"
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),"1,032"
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,74
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,123
15. Troskovi zaposlenih,"3,160"
16. Opsti i administrativni troskovi,"2,896"
17. Troskovi amortizacije,350
18. Ostali rashodi,105
19. Ostali prihodi,857
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),530
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),530
