POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"1,140"
2. Rashodi od kamata i slicni rashodi,445
3. NETO PRIHODI OD KAMATA (1- 2),695
4. Prihodi od dividendi,10
5. Troskovi obezvrjedjenja,-27
6. Troskovi rezervisanja,-4
7. Prihodi od naknada i provizija,125
8. Rahodi naknada i provizija,97
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),29
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,2
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,-104
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,0
15. Troskovi zaposlenih,292
16. Opsti i administrativni troskovi,207
17. Troskovi amortizacije,114
18. Ostali rashodi,1
19. Ostali prihodi,17
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),65
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),65
