POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"1,758"
2. Rashodi od kamata i slicni rashodi,"1,153"
3. NETO PRIHODI OD KAMATA (1- 2),605
4. Prihodi od dividendi,4
5. Troskovi obezvrjedjenja,191
6. Troskovi rezervisanja,6
7. Prihodi od naknada i provizija,251
8. Rahodi naknada i provizija,243
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),7
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,59
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,-41
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,2
15. Troskovi zaposlenih,688
16. Opsti i administrativni troskovi,418
17. Troskovi amortizacije,126
18. Ostali rashodi,15
19. Ostali prihodi,57
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),-751
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),-751
