POZICIJA,IZNOS
1. Prihodi od kamata i slicni prihodi,"2,203"
2. Rashodi od kamata i slicni rashodi,901
3. NETO PRIHODI OD KAMATA (1- 2),"1,303"
4. Prihodi od dividendi,10
5. Troskovi obezvrjedjenja,-74
6. Troskovi rezervisanja,2
7. Prihodi od naknada i provizija,282
8. Rahodi naknada i provizija,191
9. NETO PRIHODI OD NAKNADA I PROVIZIJA (7- 8),91
10. Neto dobici / gubici od finansijskih instrumenata koji se drze za trgovinu,9
11. Neto dobici / gubici od finansijskih instrumenata koji se vode po fer vrijednosti kroz Bilans uspjeha,
12. Neto dobici / gubici od investicionih HOV,-100
13. Promjena fer vrijednosti u racunovodstvu zastite od rizika (hedzing),
14. Neto gubici/dobici od kursnih razlika,12
15. Troskovi zaposlenih,609
16. Opsti i administrativni troskovi,477
17. Troskovi amortizacije,184
18. Ostali rashodi,121
19. Ostali prihodi,47
20. OPERATIVNI PROFIT (3+4-5-6+9+10+11+12+13+14-15-16-17-18+19),51
21. Porez na prihod,
22. NETO PROFIT/GUBITAK (20 - 21),51
