Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"13,015"
2. Krediti i potrazivanja od banaka,"12,740"
3. Krediti i potrazivanja od klijenata,"55,635"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"9,035"
8.a. - raspolozive za prodaju,"9,035"
8.b. - koje se drze do dospijeca,0
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,821"
13. Nematerijalna sredstva,142
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,29
16. Ostala finansijska potrazivanja,487
17. Ostala poslovna potrazivanja,"16,640"
18. UKUPNA SREDSTVA:,"109,544"
Obaveze,IZNOS
19. Depoziti banaka,31
20. Depoziti klijenata,"65,459"
21. Pozajmljena sredstva od banaka,"8,950"
22. Pozajmljena sredstva od ostalih klijenata,"1,801"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,390
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,55
30. Ostale obaveze,318
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"77,004"
Kapital,IZNOS
33. Akcijski kapital,"27,370"
34. Emisione premije,
35. Nerasporedjena dobit,"1,062"
36. Dobit/gubitak tekuce godine,615
37. Ostale rezerve,"3,493"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"32,540"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"109,544"
