Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"16,366"
2. Krediti i potrazivanja od banaka,"7,211"
3. Krediti i potrazivanja od klijenata,"55,044"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"21,871"
8.a. - raspolozive za prodaju,"19,885"
8.b. - koje se drze do dospijeca,"1,986"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","2,455"
13. Nematerijalna sredstva,84
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,6
16. Ostala finansijska potrazivanja,632
17. Ostala poslovna potrazivanja,"8,517"
18. UKUPNA SREDSTVA:,"112,186"
Obaveze,IZNOS
19. Depoziti banaka,37
20. Depoziti klijenata,"85,722"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"4,745"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,560"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,212
30. Ostale obaveze,308
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"92,585"
Kapital,IZNOS
33. Akcijski kapital,"27,370"
34. Emisione premije,
35. Nerasporedjena dobit,"-12,902"
36. Dobit/gubitak tekuce godine,310
37. Ostale rezerve,"4,823"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"19,601"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"112,186"
