Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"14,527"
2. Krediti i potrazivanja od banaka,"8,917"
3. Krediti i potrazivanja od klijenata,"58,654"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"22,000"
8.a. - raspolozive za prodaju,"20,003"
8.b. - koje se drze do dospijeca,"1,997"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,963
"12. Nekretnine, postrojenja i oprema","2,724"
13. Nematerijalna sredstva,73
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,6
16. Ostala finansijska potrazivanja,645
17. Ostala poslovna potrazivanja,"7,251"
18. UKUPNA SREDSTVA:,"115,759"
Obaveze,IZNOS
19. Depoziti banaka,38
20. Depoziti klijenata,"86,171"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"7,600"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,398"
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,212
30. Ostale obaveze,356
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"95,775"
Kapital,IZNOS
33. Akcijski kapital,"27,370"
34. Emisione premije,
35. Nerasporedjena dobit,"-12,902"
36. Dobit/gubitak tekuce godine,486
37. Ostale rezerve,"5,031"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"19,985"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"115,759"
