Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"19,614"
2. Krediti i potrazivanja od banaka,"7,485"
3. Krediti i potrazivanja od klijenata,"47,865"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"24,538"
8.a. - raspolozive za prodaju,"21,549"
8.b. - koje se drze do dospijeca,"2,989"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","2,502"
13. Nematerijalna sredstva,104
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,6
16. Ostala finansijska potrazivanja,585
17. Ostala poslovna potrazivanja,"8,527"
18. UKUPNA SREDSTVA:,"111,225"
Obaveze,IZNOS
19. Depoziti banaka,37
20. Depoziti klijenata,"84,219"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"5,235"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,"1,658"
28. Tekuce poreske obaveze,61
29. Odlozene poreske obaveze,226
30. Ostale obaveze,544
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"91,980"
Kapital,IZNOS
33. Akcijski kapital,"27,370"
34. Emisione premije,
35. Nerasporedjena dobit,"-3,835"
36. Dobit/gubitak tekuce godine,"-8,982"
37. Ostale rezerve,"4,692"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"19,245"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"111,225"
