Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"12,700"
2. Krediti i potrazivanja od banaka,"13,043"
3. Krediti i potrazivanja od klijenata,"49,577"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"22,329"
8.a. - raspolozive za prodaju,"20,432"
8.b. - koje se drze do dospijeca,"1,896"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,687"
13. Nematerijalna sredstva,180
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,15
16. Ostala finansijska potrazivanja,794
17. Ostala poslovna potrazivanja,"16,395"
18. UKUPNA SREDSTVA:,"116,720"
Obaveze,IZNOS
19. Depoziti banaka,34
20. Depoziti klijenata,"77,341"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"6,215"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,1
27. Rezerve,357
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,98
30. Ostale obaveze,349
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"84,395"
Kapital,IZNOS
33. Akcijski kapital,"27,370"
34. Emisione premije,
35. Nerasporedjena dobit,92
36. Dobit/gubitak tekuce godine,-206
37. Ostale rezerve,"5,068"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"32,324"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"116,720"
