Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"14,546"
2. Krediti i potrazivanja od banaka,"13,038"
3. Krediti i potrazivanja od klijenata,"54,573"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"12,387"
8.a. - raspolozive za prodaju,"12,387"
8.b. - koje se drze do dospijeca,
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,814"
13. Nematerijalna sredstva,159
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,29
16. Ostala finansijska potrazivanja,805
17. Ostala poslovna potrazivanja,"16,771"
18. UKUPNA SREDSTVA:,"114,122"
Obaveze,IZNOS
19. Depoziti banaka,32
20. Depoziti klijenata,"71,166"
21. Pozajmljena sredstva od banaka,"2,200"
22. Pozajmljena sredstva od ostalih klijenata,"6,964"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,388
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,55
30. Ostale obaveze,359
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"81,164"
Kapital,IZNOS
33. Akcijski kapital,"27,370"
34. Emisione premije,
35. Nerasporedjena dobit,"1,064"
36. Dobit/gubitak tekuce godine,"1,086"
37. Ostale rezerve,"3,438"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"32,959"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"114,122"
