Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"2,955"
2. Krediti i potrazivanja od banaka,"2,368"
3. Krediti i potrazivanja od klijenata,"44,194"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"2,250"
8.a. - raspolozive za prodaju,"2,250"
8.b. - koje se drze do dospijeca,
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema",300
13. Nematerijalna sredstva,600
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,11
17. Ostala poslovna potrazivanja,15
18. UKUPNA SREDSTVA:,"52,693"
Obaveze,IZNOS
19. Depoziti banaka,0
20. Depoziti klijenata,"25,303"
21. Pozajmljena sredstva od banaka,"20,089"
22. Pozajmljena sredstva od ostalih klijenata,
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,10
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,27
30. Ostale obaveze,201
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"45,630"
Kapital,IZNOS
33. Akcijski kapital,"10,000"
34. Emisione premije,
35. Nerasporedjena dobit,"-2,222"
36. Dobit/gubitak tekuce godine,-865
37. Ostale rezerve,149
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"7,063"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"52,693"
