Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"11,096"
2. Finansijska sredstva po amortizovanoj vrijednosti,"92,945"
2.a. Krediti i potrazivanja od banaka,"23,566"
2.b. Krediti i potrazivanja od klijenata,"56,592"
2.c. Hartije od vrijednosti,"12,710"
2.d. Ostala finansijska sredstva,76
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"3,197"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"3,197"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",-2
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,-2
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,
"10. Nekretnine, postrojenja i oprema",506
11. Nematerijalna sredstva,208
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,111
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,254
16. UKUPNA SREDSTVA:,"108,316"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"88,483"
17.a. Depoziti banaka i centralnih banaka,"6,048"
17.b. Depoziti klijenata,"73,040"
17.c. Krediti banaka i centralnih banaka,"8,093"
17.d. Krediti klijenata koji nijesu banke,"1,302"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,160
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,
25. Odlozene poreske obaveze,77
26. Ostale obaveze,"1,173"
27. Subordinisani dug,
28. UKUPNE OBAVEZE:,"89,893"
Kapital,IZNOS
29. Akcijski kapital,"23,600"
30. Emisione premije,
31. Nerasporedena dobit,"-5,887"
32. Dobit/gubitak tekuce godine,808
33. Ostale rezerve,-99
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"18,422"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"108,316"
