Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"8,212"
2. Finansijska sredstva po amortizovanoj vrijednosti,"62,120"
2.a. Krediti i potrazivanja od banaka,"6,619"
2.b. Krediti i potrazivanja od klijenata,"44,100"
2.c. Hartije od vrijednosti,"11,332"
2.d. Ostala finansijska sredstva,69
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"2,613"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"2,613"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,
"10. Nekretnine, postrojenja i oprema",757
11. Nematerijalna sredstva,28
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,32
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,138
16. UKUPNA SREDSTVA:,"73,900"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"56,607"
17.a. Depoziti banaka i centralnih banaka,131
17.b. Depoziti klijenata,"45,766"
17.c. Krediti banaka i centralnih banaka,"9,712"
17.d. Krediti klijenata koji nijesu banke,997
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,103
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,
25. Odlozene poreske obaveze,-86
26. Ostale obaveze,803
27. Subordinisani dug,
28. UKUPNE OBAVEZE:,"57,428"
Kapital,IZNOS
29. Akcijski kapital,"23,600"
30. Emisione premije,
31. Nerasporedena dobit,"-6,493"
32. Dobit/gubitak tekuce godine,-85
33. Ostale rezerve,-550
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"16,472"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"73,900"
