Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"61,301"
2. Krediti i potrazivanja od banaka,"17,522"
3. Krediti i potrazivanja od klijenata,"64,135"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"21,232"
8.a. - raspolozive za prodaju,"9,432"
8.b. - koje se drze do dospijeca,"11,800"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,615
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","3,467"
13. Nematerijalna sredstva,595
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,"1,315"
17. Ostala poslovna potrazivanja,"4,422"
18. UKUPNA SREDSTVA:,"174,605"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"155,883"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"7,792"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,124
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,17
28. Tekuce poreske obaveze,0
29. Odlozene poreske obaveze,21
30. Ostale obaveze,452
31. Subordinisani dug,"1,001"
32. UKUPNE OBAVEZE:,"165,289"
Kapital,IZNOS
33. Akcijski kapital,"8,098"
34. Emisione premije,
35. Nerasporedjena dobit,
36. Dobit/gubitak tekuce godine,325
37. Ostale rezerve,893
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"9,316"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"174,605"
