Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"118,690"
2. Finansijska sredstva po amortizovanoj vrijednosti,"241,289"
2.a. Krediti i potrazivanja od banaka,"32,596"
2.b. Krediti i potrazivanja od klijenata,"155,162"
2.c. Hartije od vrijednosti,"53,491"
2.d. Ostala finansijska sredstva,39
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"63,074"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"63,074"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,500
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,500
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",297
9. Investicione nekretnine,114
"10. Nekretnine, postrojenja i oprema","4,238"
11. Nematerijalna sredstva,368
12. Tekuca poreska sredstva,1
13. Odlozena poreska sredstva,706
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"4,925"
16. UKUPNA SREDSTVA:,"434,202"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"386,632"
17.a. Depoziti banaka i centralnih banaka,
17.b. Depoziti klijenata,"382,295"
17.c. Krediti banaka i centralnih banaka,
17.d. Krediti klijenata koji nijesu banke,"4,337"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,786
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,"1,003"
25. Odlozene poreske obaveze,153
26. Ostale obaveze,"12,408"
27. Subordinisani dug,
28. UKUPNE OBAVEZE:,"400,982"
Kapital,IZNOS
29. Akcijski kapital,"13,124"
30. Emisione premije,
31. Nerasporedena dobit,"17,105"
32. Dobit/gubitak tekuce godine,"5,955"
33. Ostale rezerve,"-2,965"
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"33,219"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"434,202"
