Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"5,707"
2. Krediti i potrazivanja od banaka,"10,882"
3. Krediti i potrazivanja od klijenata,"15,935"
4. Sredstva namijenjena prodaji,"4,345"
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,500
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,500
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,005"
13. Nematerijalna sredstva,136
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,134
17. Ostala poslovna potrazivanja,438
18. UKUPNA SREDSTVA:,"39,082"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"27,964"
21. Pozajmljena sredstva od banaka,10
22. Pozajmljena sredstva od ostalih klijenata,"3,915"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,3
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,159
31. Subordinisani dug,"1,000"
32. UKUPNE OBAVEZE:,"33,052"
Kapital,IZNOS
33. Akcijski kapital,"13,714"
34. Emisione premije,
35. Nerasporedjena dobit,"-7,904"
36. Dobit/gubitak tekuce godine,57
37. Ostale rezerve,164
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"6,031"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"39,082"
