Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"4,173"
2. Krediti i potrazivanja od banaka,"13,915"
3. Krediti i potrazivanja od klijenata,"16,026"
4. Sredstva namijenjena prodaji,"4,296"
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,200
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,200
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,145"
13. Nematerijalna sredstva,123
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,779
17. Ostala poslovna potrazivanja,410
18. UKUPNA SREDSTVA:,"41,065"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"29,991"
21. Pozajmljena sredstva od banaka,10
22. Pozajmljena sredstva od ostalih klijenata,"3,962"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,4
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,123
31. Subordinisani dug,"1,000"
32. UKUPNE OBAVEZE:,"35,090"
Kapital,IZNOS
33. Akcijski kapital,"13,714"
34. Emisione premije,
35. Nerasporedjena dobit,"-7,904"
36. Dobit/gubitak tekuce godine,2
37. Ostale rezerve,164
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"5,975"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"41,065"
