Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"10,132"
2. Krediti i potrazivanja od banaka,"26,103"
3. Krediti i potrazivanja od klijenata,"16,715"
4. Sredstva namijenjena prodaji,"4,276"
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,167
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,167
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","1,514"
13. Nematerijalna sredstva,212
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,272
17. Ostala poslovna potrazivanja,12
18. UKUPNA SREDSTVA:,"59,403"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"47,599"
21. Pozajmljena sredstva od banaka,10
22. Pozajmljena sredstva od ostalih klijenata,"4,647"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,5
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,133
31. Subordinisani dug,"1,000"
32. UKUPNE OBAVEZE:,"53,394"
Kapital,IZNOS
33. Akcijski kapital,"13,714"
34. Emisione premije,
35. Nerasporedjena dobit,"-7,904"
36. Dobit/gubitak tekuce godine,36
37. Ostale rezerve,164
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"6,009"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"59,403"
