Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"8,360"
2. Krediti i potrazivanja od banaka,"17,326"
3. Krediti i potrazivanja od klijenata,"39,994"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,111
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"11,070"
8.a. - raspolozive za prodaju,"9,570"
8.b. - koje se drze do dospijeca,"1,500"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,755
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","3,599"
13. Nematerijalna sredstva,175
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,250
17. Ostala poslovna potrazivanja,"4,293"
18. UKUPNA SREDSTVA:,"85,934"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"71,391"
21. Pozajmljena sredstva od banaka,7
22. Pozajmljena sredstva od ostalih klijenata,"5,087"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,416
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,10
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,15
30. Ostale obaveze,189
31. Subordinisani dug,250
32. UKUPNE OBAVEZE:,"77,365"
Kapital,IZNOS
33. Akcijski kapital,"16,002"
34. Emisione premije,
35. Nerasporedjena dobit,"-7,904"
36. Dobit/gubitak tekuce godine,-99
37. Ostale rezerve,570
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"8,569"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"85,934"
