Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"108,046"
2. Krediti i potrazivanja od banaka,"26,070"
3. Krediti i potrazivanja od klijenata,"61,898"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"22,100"
8.a. - raspolozive za prodaju,"13,305"
8.b. - koje se drze do dospijeca,"8,795"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,580
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","3,464"
13. Nematerijalna sredstva,591
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,"1,564"
17. Ostala poslovna potrazivanja,"4,346"
18. UKUPNA SREDSTVA:,"228,660"
Obaveze,IZNOS
19. Depoziti banaka,206
20. Depoziti klijenata,"207,235"
21. Pozajmljena sredstva od banaka,9
22. Pozajmljena sredstva od ostalih klijenata,"7,780"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,84
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,13
28. Tekuce poreske obaveze,37
29. Odlozene poreske obaveze,65
30. Ostale obaveze,726
31. Subordinisani dug,"2,997"
32. UKUPNE OBAVEZE:,"219,152"
Kapital,IZNOS
33. Akcijski kapital,"8,098"
34. Emisione premije,
35. Nerasporedjena dobit,
36. Dobit/gubitak tekuce godine,364
37. Ostale rezerve,"1,045"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"9,507"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"228,660"
