Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"10,181"
2. Krediti i potrazivanja od banaka,"31,728"
3. Krediti i potrazivanja od klijenata,"33,614"
4. Sredstva namijenjena prodaji,"4,220"
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"1,500"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"1,500"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,755
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","3,534"
13. Nematerijalna sredstva,205
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,264
17. Ostala poslovna potrazivanja,40
18. UKUPNA SREDSTVA:,"86,042"
Obaveze,IZNOS
19. Depoziti banaka,261
20. Depoziti klijenata,"71,881"
21. Pozajmljena sredstva od banaka,31
22. Pozajmljena sredstva od ostalih klijenata,"5,056"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,10
28. Tekuce poreske obaveze,1
29. Odlozene poreske obaveze,15
30. Ostale obaveze,120
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"77,374"
Kapital,IZNOS
33. Akcijski kapital,"16,002"
34. Emisione premije,
35. Nerasporedjena dobit,"-7,904"
36. Dobit/gubitak tekuce godine,294
37. Ostale rezerve,276
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"8,668"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"86,042"
