Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"11,079"
2. Krediti i potrazivanja od banaka,"14,685"
3. Krediti i potrazivanja od klijenata,"41,273"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"11,556"
8.a. - raspolozive za prodaju,"9,806"
8.b. - koje se drze do dospijeca,"1,750"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,755
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","3,577"
13. Nematerijalna sredstva,207
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,"1,060"
17. Ostala poslovna potrazivanja,"4,264"
18. UKUPNA SREDSTVA:,"88,457"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"73,170"
21. Pozajmljena sredstva od banaka,6
22. Pozajmljena sredstva od ostalih klijenata,"4,833"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,813
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,3
28. Tekuce poreske obaveze,0
29. Odlozene poreske obaveze,15
30. Ostale obaveze,221
31. Subordinisani dug,"1,001"
32. UKUPNE OBAVEZE:,"80,062"
Kapital,IZNOS
33. Akcijski kapital,"16,002"
34. Emisione premije,
35. Nerasporedjena dobit,"-7,904"
36. Dobit/gubitak tekuce godine,-273
37. Ostale rezerve,570
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"8,395"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"88,457"
