Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"26,329"
2. Krediti i potrazivanja od banaka,"23,132"
3. Krediti i potrazivanja od klijenata,"34,956"
4. Sredstva namijenjena prodaji,"4,245"
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,66
8. Investicione hartije od vrijednosti,"1,500"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"1,500"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,755
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","3,540"
13. Nematerijalna sredstva,194
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,251
17. Ostala poslovna potrazivanja,36
18. UKUPNA SREDSTVA:,"95,004"
Obaveze,IZNOS
19. Depoziti banaka,392
20. Depoziti klijenata,"79,979"
21. Pozajmljena sredstva od banaka,45
22. Pozajmljena sredstva od ostalih klijenata,"5,873"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,15
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,15
30. Ostale obaveze,96
31. Subordinisani dug,
32. UKUPNE OBAVEZE:,"86,414"
Kapital,IZNOS
33. Akcijski kapital,"16,002"
34. Emisione premije,
35. Nerasporedjena dobit,"-7,610"
36. Dobit/gubitak tekuce godine,-78
37. Ostale rezerve,276
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"8,589"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"95,004"
