Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"11,350"
2. Krediti i potrazivanja od banaka,"56,637"
3. Krediti i potrazivanja od klijenata,"19,306"
4. Sredstva namijenjena prodaji,"4,168"
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"1,500"
8.a. - raspolozive za prodaju,
8.b. - koje se drze do dospijeca,"1,500"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,330
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","4,026"
13. Nematerijalna sredstva,198
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,325
17. Ostala poslovna potrazivanja,18
18. UKUPNA SREDSTVA:,"97,858"
Obaveze,IZNOS
19. Depoziti banaka,179
20. Depoziti klijenata,"82,565"
21. Pozajmljena sredstva od banaka,17
22. Pozajmljena sredstva od ostalih klijenata,"5,319"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,5
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,179
31. Subordinisani dug,"1,000"
32. UKUPNE OBAVEZE:,"89,262"
Kapital,IZNOS
33. Akcijski kapital,"16,002"
34. Emisione premije,
35. Nerasporedjena dobit,"-7,904"
36. Dobit/gubitak tekuce godine,222
37. Ostale rezerve,276
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"8,595"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"97,858"
