Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"120,807"
2. Finansijska sredstva po amortizovanoj vrijednosti,"242,208"
2.a. Krediti i potrazivanja od banaka,"61,858"
2.b. Krediti i potrazivanja od klijenata,"126,322"
2.c. Hartije od vrijednosti,"53,990"
2.d. Ostala finansijska sredstva,38
3. Finansijska sredstva po fer vrijednosti kroz ostali ukupni rezultat,"36,223"
3.a. Krediti i potrazivanja od banaka,
3.b. Krediti i potrazivanja od klijenata,
3.c. Hartije od vrijednosti,"36,223"
3.d. Ostala finansijska sredstva,
4. Finansijska sredstva koja se drze radi trgovanja,351
4.a. Krediti i potrazivanja od banaka,
4.b. Krediti i potrazivanja od klijenata,
4.c. Hartije od vrijednosti,351
4.d. Ostala finansijska sredstva,
"5. Finansijska sredstva koja se vrednuju po fer vrijednosti kroz bilans uspjeha, koja se ne drze radi trgovanja",
5.a. Krediti i potrazivanja od banaka,
5.b. Krediti i potrazivanja od klijenata,
5.c. Hartije od vrijednosti,
5.d. Ostala finansijska sredstva,
6. Derivati koji se drze zbog zastite od rizika,8
7. Promjene u fer vrijednsti stavki koje su predmet zastite od rizika,
"8. Investicije u pridruzena drustva, zavisna drustva i zajednicke poduhvate po metodi kapitala",
9. Investicione nekretnine,141
"10. Nekretnine, postrojenja i oprema","3,815"
11. Nematerijalna sredstva,328
12. Tekuca poreska sredstva,
13. Odlozena poreska sredstva,151
14. Stalna sredstva namijenjena prodaji i sredstva poslovanja koje se obustavlja,
15. Ostala sredstva,"4,162"
16. UKUPNA SREDSTVA:,"408,194"
Obaveze,IZNOS
17. Finansijske obaveze koje se iskazuju po amortizovanoj vrijednosti,"379,156"
17.a. Depoziti banaka i centralnih banaka,
17.b. Depoziti klijenata,"376,132"
17.c. Krediti banaka i centralnih banaka,
17.d. Krediti klijenata koji nijesu banke,"3,024"
17.e. Hartije od vrijednosti,
17.f. Ostale finansijske obaveze,
18. Finansijske obaveze koje se drze radi trgovanja,
18.a. Depoziti banaka i centralnih banaka,
18.b. Depoziti klijenata,
18.c. Krediti banaka i centralnih banaka,
18.d. Krediti klijenata koji nijesu banke,
18.e. Hartije od vrijednosti,
18.f. Ostale finansijske obaveze,
19. Finansijske obaveze kojima se ne trguje i koje se vrednuju po fer vrijednosti kroz bilans uspjeha,
19.a. Depoziti banaka i centralnih banaka,
19.b. Depoziti klijenata,
19.c. Krediti banaka i centralnih banaka,
19.d. Krediti klijenata koji nijesu banke,
19.e. Ostale finansijske obaveze,
20. Derivatne finansijske obaveze kao instrument zastite,
21. Promjene fer vrijednosti stavki koje su predmet zastite od rizika,
22. Rezerve,281
23. Obaveze po osnovu sredstava namijenjenih prodaji i sredstva poslovanja koje se obustavlja,
24. Tekuce poreske obaveze,256
25. Odlozene poreske obaveze,126
26. Ostale obaveze,"5,641"
27. Subordinisani dug,"1,003"
28. UKUPNE OBAVEZE:,"386,464"
Kapital,IZNOS
29. Akcijski kapital,"12,122"
30. Emisione premije,
31. Nerasporedena dobit,"6,947"
32. Dobit/gubitak tekuce godine,"2,913"
33. Ostale rezerve,-252
34. Interesi bez kontrolnog uticaja u kapitalu,
35. UKUPAN KAPITAL: (29. do 34.),"21,730"
36. UKUPNI KAPITAL I OBAVEZE: (28. + 35.),"408,194"
