Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"31,205"
2. Krediti i potrazivanja od banaka,"21,664"
3. Krediti i potrazivanja od klijenata,"66,552"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,41
8. Investicione hartije od vrijednosti,"15,772"
8.a. - raspolozive za prodaju,"10,272"
8.b. - koje se drze do dospijeca,"5,500"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,
10. Investicije u zavisna preduzeca,730
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","3,518"
13. Nematerijalna sredstva,348
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,"1,145"
17. Ostala poslovna potrazivanja,"4,483"
18. UKUPNA SREDSTVA:,"145,458"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"126,227"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"8,048"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,0
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,18
28. Tekuce poreske obaveze,0
29. Odlozene poreske obaveze,21
30. Ostale obaveze,"1,025"
31. Subordinisani dug,"1,003"
32. UKUPNE OBAVEZE:,"136,342"
Kapital,IZNOS
33. Akcijski kapital,"16,002"
34. Emisione premije,
35. Nerasporedjena dobit,"-7,580"
36. Dobit/gubitak tekuce godine,124
37. Ostale rezerve,570
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"9,116"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"145,458"
