Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"17,253"
2. Krediti i potrazivanja od banaka,"36,416"
3. Krediti i potrazivanja od klijenata,"136,625"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,883
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"6,021"
8.a. - raspolozive za prodaju,"1,321"
8.b. - koje se drze do dospijeca,"4,700"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,"2,421"
10. Investicije u zavisna preduzeca,"5,727"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","7,603"
13. Nematerijalna sredstva,195
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,26
16. Ostala finansijska potrazivanja,554
17. Ostala poslovna potrazivanja,"8,391"
18. UKUPNA SREDSTVA:,"222,114"
Obaveze,IZNOS
19. Depoziti banaka,"3,623"
20. Depoziti klijenata,"158,928"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"28,064"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,261
28. Tekuce poreske obaveze,2
29. Odlozene poreske obaveze,
30. Ostale obaveze,"1,072"
31. Subordinisani dug,"1,260"
32. UKUPNE OBAVEZE:,"193,210"
Kapital,IZNOS
33. Akcijski kapital,"25,659"
34. Emisione premije,
35. Nerasporedjena dobit,672
36. Dobit/gubitak tekuce godine,135
37. Ostale rezerve,"2,437"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"28,903"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"222,114"
