Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"23,709"
2. Krediti i potrazivanja od banaka,"62,067"
3. Krediti i potrazivanja od klijenata,"126,756"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,883
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"5,436"
8.a. - raspolozive za prodaju,"1,321"
8.b. - koje se drze do dospijeca,"4,115"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,"2,421"
10. Investicije u zavisna preduzeca,"5,727"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","7,909"
13. Nematerijalna sredstva,191
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,26
16. Ostala finansijska potrazivanja,458
17. Ostala poslovna potrazivanja,"4,682"
18. UKUPNA SREDSTVA:,"240,264"
Obaveze,IZNOS
19. Depoziti banaka,"13,346"
20. Depoziti klijenata,"168,432"
21. Pozajmljena sredstva od banaka,"17,493"
22. Pozajmljena sredstva od ostalih klijenata,"9,838"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,278
28. Tekuce poreske obaveze,29
29. Odlozene poreske obaveze,
30. Ostale obaveze,740
31. Subordinisani dug,"1,260"
32. UKUPNE OBAVEZE:,"211,416"
Kapital,IZNOS
33. Akcijski kapital,"25,659"
34. Emisione premije,
35. Nerasporedjena dobit,"2,285"
36. Dobit/gubitak tekuce godine,172
37. Ostale rezerve,732
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"28,848"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"240,264"
