Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"14,912"
2. Krediti i potrazivanja od banaka,"51,737"
3. Krediti i potrazivanja od klijenata,"118,589"
4. Sredstva namijenjena prodaji,"1,924"
5. Finansijska sredstva koja se drze za trgovanje,"1,206"
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"6,082"
8.a. - raspolozive za prodaju,182
8.b. - koje se drze do dospijeca,"5,900"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,"2,125"
10. Investicije u zavisna preduzeca,"5,727"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","7,963"
13. Nematerijalna sredstva,395
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,564
17. Ostala poslovna potrazivanja,"1,960"
18. UKUPNA SREDSTVA:,"213,182"
Obaveze,IZNOS
19. Depoziti banaka,667
20. Depoziti klijenata,"156,352"
21. Pozajmljena sredstva od banaka,"18,288"
22. Pozajmljena sredstva od ostalih klijenata,"6,735"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,256
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,68
30. Ostale obaveze,"1,414"
31. Subordinisani dug,"1,200"
32. UKUPNE OBAVEZE:,"184,979"
Kapital,IZNOS
33. Akcijski kapital,"25,659"
34. Emisione premije,
35. Nerasporedjena dobit,"2,285"
36. Dobit/gubitak tekuce godine,-473
37. Ostale rezerve,732
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"28,203"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"213,182"
