Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"30,002"
2. Krediti i potrazivanja od banaka,"46,122"
3. Krediti i potrazivanja od klijenata,"109,409"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"8,051"
8.a. - raspolozive za prodaju,"3,051"
8.b. - koje se drze do dospijeca,"5,000"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,"1,691"
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","7,373"
13. Nematerijalna sredstva,226
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,113
16. Ostala finansijska potrazivanja,"21,318"
17. Ostala poslovna potrazivanja,"35,097"
18. UKUPNA SREDSTVA:,"259,400"
Obaveze,IZNOS
19. Depoziti banaka,
20. Depoziti klijenata,"199,601"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"26,630"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,249
28. Tekuce poreske obaveze,0
29. Odlozene poreske obaveze,
30. Ostale obaveze,"2,810"
31. Subordinisani dug,"1,332"
32. UKUPNE OBAVEZE:,"230,621"
Kapital,IZNOS
33. Akcijski kapital,"25,659"
34. Emisione premije,
35. Nerasporedjena dobit,
36. Dobit/gubitak tekuce godine,121
37. Ostale rezerve,"2,999"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"28,779"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"259,400"
