Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"28,151"
2. Krediti i potrazivanja od banaka,"44,064"
3. Krediti i potrazivanja od klijenata,"92,178"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"3,712"
8.a. - raspolozive za prodaju,"2,712"
8.b. - koje se drze do dospijeca,"1,000"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,"1,691"
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","7,175"
13. Nematerijalna sredstva,363
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,113
16. Ostala finansijska potrazivanja,"18,581"
17. Ostala poslovna potrazivanja,"52,231"
18. UKUPNA SREDSTVA:,"248,259"
Obaveze,IZNOS
19. Depoziti banaka,7
20. Depoziti klijenata,"192,242"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"23,201"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,219
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,
30. Ostale obaveze,"2,632"
31. Subordinisani dug,"1,332"
32. UKUPNE OBAVEZE:,"219,632"
Kapital,IZNOS
33. Akcijski kapital,"25,659"
34. Emisione premije,
35. Nerasporedjena dobit,121
36. Dobit/gubitak tekuce godine,161
37. Ostale rezerve,"2,686"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"28,627"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"248,259"
